timestamp,container_cpu_cfs_periods_total,container_cpu_cfs_throttled_periods_total,container_cpu_cfs_throttled_seconds_total,container_cpu_system_seconds_total,container_cpu_usage_seconds_total,container_cpu_user_seconds_total,container_fs_inodes_total,container_fs_io_current,container_fs_io_time_seconds_total,container_fs_io_time_weighted_seconds_total,container_fs_read_seconds_total,container_fs_reads_total,container_fs_sector_reads_total,container_fs_sector_writes_total,container_fs_usage_bytes,container_fs_write_seconds_total,container_fs_writes_bytes_total,container_fs_writes_merged_total,container_fs_writes_total,container_last_seen,container_memory_cache,container_memory_failures_total,container_memory_mapped_file,container_memory_max_usage_bytes,container_memory_rss,container_memory_usage_bytes,container_memory_working_set_bytes,container_network_receive_bytes_total,container_network_receive_packets_total,container_network_transmit_bytes_total,container_network_transmit_packets_total,http_server_requests_active_seconds_bucket,http_server_requests_active_seconds_gcount,http_server_requests_active_seconds_gsum,http_server_requests_active_seconds_max,http_server_requests_seconds_bucket,http_server_requests_seconds_count,http_server_requests_seconds_max,http_server_requests_seconds_sum,image_cache_hits_total,image_cache_load_duration_seconds_max,image_cache_load_duration_seconds_sum,image_processed_bytes_total,jvm_buffer_count_buffers,jvm_buffer_memory_used_bytes,jvm_buffer_total_capacity_bytes,jvm_classes_loaded_classes,jvm_classes_unloaded_classes_total,jvm_compilation_time_ms_total,jvm_gc_live_data_size_bytes,jvm_gc_memory_allocated_bytes_total,jvm_gc_memory_promoted_bytes_total,jvm_gc_overhead,jvm_gc_pause_seconds_count,jvm_gc_pause_seconds_max,jvm_gc_pause_seconds_sum,jvm_memory_committed_bytes,jvm_memory_usage_after_gc,jvm_memory_used_bytes,jvm_threads_daemon_threads,jvm_threads_live_threads,jvm_threads_peak_threads,jvm_threads_started_threads_total,k6_checks_rate,k6_data_received_total,k6_data_sent_total,k6_errors_rate,k6_http_req_blocked_p99,k6_http_req_connecting_p99,k6_http_req_duration_p99,k6_http_req_receiving_p99,k6_http_req_sending_p99,k6_http_req_waiting_p99,k6_http_reqs_total,k6_iteration_duration_p99,k6_iterations_total,k6_server_errors_total,k6_vus,process_cpu_seconds_total,process_cpu_time_ns_total,process_cpu_usage,process_files_open_files,process_network_receive_bytes_total,process_network_transmit_bytes_total,process_open_fds,process_resident_memory_bytes,process_start_time_seconds,process_uptime_seconds,process_virtual_memory_bytes,producer_fetch_duration_seconds_bucket,producer_fetch_duration_seconds_count,producer_fetch_duration_seconds_max,producer_fetch_duration_seconds_sum,reactor_netty_bytebuf_allocator_active_direct_memory,reactor_netty_bytebuf_allocator_threadlocal_caches,reactor_netty_bytebuf_allocator_used_direct_memory,reactor_netty_eventloop_pending_tasks,reactor_netty_http_server_connections,reactor_netty_http_server_connections_active,reactor_netty_http_server_data_received_bytes_count,reactor_netty_http_server_data_received_time_seconds_count,reactor_netty_http_server_data_received_time_seconds_max,reactor_netty_http_server_data_received_time_seconds_sum,reactor_netty_http_server_data_sent_bytes_count,reactor_netty_http_server_data_sent_bytes_max,reactor_netty_http_server_data_sent_bytes_sum,reactor_netty_http_server_data_sent_time_seconds_count,reactor_netty_http_server_data_sent_time_seconds_max,reactor_netty_http_server_data_sent_time_seconds_sum,reactor_netty_http_server_response_time_seconds_count,reactor_netty_http_server_response_time_seconds_max,reactor_netty_http_server_response_time_seconds_sum,tomcat_connections_config_max_connections,tomcat_connections_current_connections,tomcat_connections_keepalive_current_connections,tomcat_global_error_total,tomcat_global_request_max_seconds,tomcat_global_request_seconds_count,tomcat_global_request_seconds_sum,tomcat_global_sent_bytes_total,tomcat_servlet_error_total,tomcat_servlet_request_max_seconds,tomcat_servlet_request_seconds_count,tomcat_servlet_request_seconds_sum,tomcat_threads_busy_threads,tomcat_threads_config_max_threads,tomcat_threads_current_threads,meta_test_type,meta_endpoint,meta_architecture,meta_label,meta_run_name,http_client_requests_active_seconds_count,http_client_requests_active_seconds_max,http_client_requests_active_seconds_sum,http_client_requests_seconds_count,http_client_requests_seconds_max,http_client_requests_seconds_sum,reactor_netty_connection_provider_active_connections,reactor_netty_connection_provider_idle_connections,reactor_netty_connection_provider_pending_connections,reactor_netty_connection_provider_total_connections,reactor_netty_http_client_address_resolver_seconds_count,reactor_netty_http_client_address_resolver_seconds_max,reactor_netty_http_client_address_resolver_seconds_sum,reactor_netty_http_client_connect_time_seconds_count,reactor_netty_http_client_connect_time_seconds_max,reactor_netty_http_client_connect_time_seconds_sum,reactor_netty_http_client_data_received_bytes_count,reactor_netty_http_client_data_received_bytes_max,reactor_netty_http_client_data_received_bytes_sum,reactor_netty_http_client_data_received_time_seconds_count,reactor_netty_http_client_data_received_time_seconds_max,reactor_netty_http_client_data_received_time_seconds_sum,reactor_netty_http_client_data_sent_bytes_count,reactor_netty_http_client_data_sent_time_seconds_count,reactor_netty_http_client_data_sent_time_seconds_max,reactor_netty_http_client_data_sent_time_seconds_sum,reactor_netty_http_client_response_time_seconds_count,reactor_netty_http_client_response_time_seconds_max,reactor_netty_http_client_response_time_seconds_sum
1774588790.0,3295.0,176.0,6.485608,72.256473,289.256038,216.999565,13.0,0.0,0.000112656,0.011359781,0.00013406,0.0,2927850.0,5858968.0,6115328.0,0.011172518,303104.0,6679.0,23.0,1774588787.0,40960.0,898568.0,32768.0,357773312.0,339636224.0,342351872.0,342319104.0,4350955298.0,734608.0,4412753108.0,652567.0,1.0,1.0,0.003609492,0.003613792,,,,,,0.0,3.149694753,4358423581.0,4.0,34816.0,34816.0,10843.0,202.0,105789.0,74284536.0,10880598656.0,476061200.0,0.02389,13.0,0.268,4.12,53739520.0,0.7332886457443237,22997968.0,17.0,21.0,21.0,24.0,,4365255999.0,951178.0,,,,,,,,,13.280976267999996,9720.0,,3.0,36.18,288860000000.0,0.004347826086956522,15.0,15023956.0,7227280.0,15.0,74584064.0,1774588432.959,348.503,1298948096.0,9720.0,9720.0,14.494605389,68552.844219916,0.0,1.0,4194304.0,0.0,1.0,1.0,34.0,34.0,0.022422877,0.674308458,33.0,47166.0,1537472.0,33.0,0.003218493,0.116890833,33.0,0.063742836,2.580928295,8192.0,2.0,1.0,187.0,14.5,9753.0,68604.637,4360657550.0,187.0,14.499,9754.0,68592.802,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588795.0,3295.0,176.0,6.485608,72.256473,289.256038,216.999565,13.0,0.0,0.000112656,0.011359781,0.00013406,0.0,2927850.0,5858968.0,6115328.0,0.011172518,303104.0,6679.0,23.0,1774588787.0,40960.0,898568.0,32768.0,357773312.0,339636224.0,342351872.0,342319104.0,4350955298.0,734608.0,4412753108.0,652567.0,1.0,1.0,0.004748415,0.004757416,,,,,,0.0,3.149694753,4358423581.0,4.0,34816.0,34816.0,10843.0,202.0,105799.0,74284536.0,10880598656.0,476061200.0,0.02389,13.0,0.268,4.12,53739520.0,0.7332886457443237,38411240.0,17.0,21.0,21.0,24.0,,4365255999.0,951178.0,,,,,,,,,13.280976267999996,9720.0,,3.0,36.18,288900000000.0,0.008,15.0,15023956.0,7227280.0,15.0,74584064.0,1774588432.959,358.503,1298948096.0,9720.0,9720.0,14.494605389,68552.844219916,0.0,1.0,4194304.0,0.0,1.0,1.0,35.0,35.0,0.022422877,0.676127817,34.0,47166.0,1584612.0,34.0,0.003218493,0.117388401,34.0,0.063742836,2.590814143,8192.0,2.0,1.0,187.0,14.5,9754.0,68604.644,4360730659.0,187.0,14.499,9755.0,68592.809,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588800.0,3352.0,176.0,6.485608,72.514498,290.06702,217.552521,13.0,0.0,0.000112788,0.011360009,0.00013406,0.0,2927850.0,5859208.0,6238208.0,0.011172648,315392.0,6692.0,24.0,1774588797.0,40960.0,903282.0,32768.0,357773312.0,339734528.0,342544384.0,342511616.0,4368208578.0,737573.0,4435910118.0,655881.0,1.0,1.0,0.004748415,0.004757416,,,,,,0.0,3.149694753,4358423581.0,4.0,34816.0,34816.0,10843.0,202.0,105799.0,74284536.0,10880598656.0,476061200.0,0.02389,13.0,0.268,4.12,53739520.0,0.7332886457443237,38411240.0,17.0,21.0,21.0,24.0,1.0,20653908.0,2628.0,0.0,0.0012228900000000001,0.0012228900000000001,0.91952628,0.03726532,0.000548245,0.890598905,6.0,1.1230625,26.0,,9.0,36.49,288900000000.0,0.008,15.0,15350777.0,7246220.0,15.0,65888256.0,1774588432.959,358.503,1298948096.0,9720.0,9720.0,14.494605389,68552.844219916,0.0,1.0,4194304.0,0.0,1.0,1.0,35.0,35.0,0.022422877,0.676127817,34.0,47166.0,1584612.0,34.0,0.003218493,0.117388401,34.0,0.063742836,2.590814143,8192.0,2.0,1.0,187.0,14.5,9754.0,68604.644,4360730659.0,187.0,14.499,9755.0,68592.809,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588805.0,3352.0,176.0,6.485608,72.514498,290.06702,217.552521,13.0,0.0,0.000112788,0.011360009,0.00013406,0.0,2927850.0,5859208.0,6238208.0,0.011172648,315392.0,6692.0,24.0,1774588797.0,40960.0,903282.0,32768.0,357773312.0,339734528.0,342544384.0,342511616.0,4368208578.0,737573.0,4435910118.0,655881.0,16.0,16.0,9.160163607,1.116975106,,100.0,,,16.0,0.0,3.149694753,4415326625.0,4.0,34816.0,34816.0,10847.0,202.0,106306.0,74284536.0,11041756776.0,476061200.0,0.023923333333333335,13.0,0.268,4.12,53739520.0,0.7332886457443237,26125376.0,17.0,21.0,21.0,24.0,1.0,56975276.0,10076.0,0.0,0.0012678499999999998,0.0012678499999999998,0.9656220900000001,0.05322045499999999,0.0004905349999999997,0.9124016349999999,16.0,1.1348958140000003,100.0,,15.0,36.49,290960000000.0,0.11263736263736264,47.0,15350777.0,7246220.0,15.0,65888256.0,1774588432.959,368.506,1298948096.0,9820.0,9820.0,14.494605389,68610.520983549,0.0,1.0,4194304.0,0.0,1.0,1.0,36.0,36.0,0.022422877,0.678260789,35.0,47166.0,1631762.0,35.0,0.003218493,0.117869843,35.0,0.063742836,2.601464473,8192.0,18.0,17.0,187.0,14.5,9855.0,68662.527,4417706786.0,187.0,14.499,9871.0,68650.711,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588810.0,3452.0,176.0,6.485608,73.929783,294.140785,220.211002,13.0,0.0,0.000112868,0.011360193,0.00013406,0.0,2927882.0,5859608.0,6238208.0,0.011172756,315392.0,6712.0,24.0,1774588807.0,40960.0,913685.0,32768.0,357773312.0,339894272.0,343425024.0,343392256.0,4453687208.0,752878.0,4550015488.0,672956.0,16.0,16.0,9.160163607,1.116975106,,100.0,,,16.0,0.0,3.149694753,4415326625.0,4.0,34816.0,34816.0,10847.0,202.0,106306.0,74284536.0,11041756776.0,476061200.0,0.023923333333333335,13.0,0.268,4.12,53739520.0,0.7332886457443237,26125376.0,17.0,21.0,21.0,24.0,1.0,131539611.0,22180.0,0.0,0.0012651300000000002,0.0012651300000000002,1.4565469930000003,0.06738127000000001,0.00039819900000000066,1.3973051800000005,32.0,1.525576056,220.0,,23.0,36.92,290960000000.0,0.11263736263736264,47.0,15709251.0,7265757.0,14.0,67805184.0,1774588432.959,368.506,1298948096.0,9820.0,9820.0,14.494605389,68610.520983549,0.0,1.0,4194304.0,0.0,1.0,1.0,36.0,36.0,0.022422877,0.678260789,35.0,47166.0,1631762.0,35.0,0.003218493,0.117869843,35.0,0.063742836,2.601464473,8192.0,18.0,17.0,187.0,14.5,9855.0,68662.527,4417706786.0,187.0,14.499,9871.0,68650.711,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588815.0,3452.0,176.0,6.485608,73.929783,294.140785,220.211002,13.0,0.0,0.000112868,0.011360193,0.00013406,0.0,2927882.0,5859608.0,6238208.0,0.011172756,315392.0,6712.0,24.0,1774588807.0,40960.0,913685.0,32768.0,357773312.0,339894272.0,343425024.0,343392256.0,4453687208.0,752878.0,4550015488.0,672956.0,30.0,30.0,22.95928554,1.553875079,,317.0,,,51.0,0.0,3.149694753,4566089091.0,4.0,34816.0,34816.0,10847.0,202.0,106652.0,74284536.0,11416390952.0,477909680.0,0.015006666666666666,13.0,0.268,4.12,53739520.0,0.7470608949661255,4161224.0,17.0,21.0,21.0,24.0,1.0,205930188.0,32287.0,0.0,0.002884568000000003,0.002884568000000003,2.644979839,0.071151493,0.0003058630000000006,2.601262037,48.0,2.807741446,320.0,,31.0,36.92,296190000000.0,0.262,79.0,15709251.0,7265757.0,14.0,67805184.0,1774588432.959,378.511,1298948096.0,10037.0,10037.0,14.494605389,68809.78768555,0.0,1.0,4194304.0,0.0,1.0,1.0,37.0,37.0,0.022422877,0.685900744,36.0,47169.0,1678931.0,36.0,0.003218493,0.119163487,36.0,0.063742836,2.621360243,8192.0,34.0,33.0,187.0,14.5,10073.0,68862.392,4568555885.0,187.0,14.499,10103.0,68850.672,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588820.0,3544.0,176.0,6.485608,75.741469,298.945802,223.204333,13.0,0.0,0.000113512,0.011360451,0.00013406,0.0,2927882.0,5859912.0,6238208.0,0.011172893,327680.0,6721.0,25.0,1774588817.0,40960.0,914692.0,32768.0,357773312.0,339931136.0,342917120.0,342884352.0,4540668187.0,767739.0,4666689641.0,689326.0,30.0,30.0,22.95928554,1.553875079,,317.0,,,51.0,0.0,3.149694753,4566089091.0,4.0,34816.0,34816.0,10847.0,202.0,106652.0,74284536.0,11416390952.0,477909680.0,0.015006666666666666,13.0,0.268,4.12,53739520.0,0.7470608949661255,4161224.0,17.0,21.0,21.0,24.0,1.0,254139147.0,41152.0,0.0,0.0026645599999999933,0.0026104639999999933,2.735942748,0.19164262399999962,0.0005410359999999998,2.673606084,57.0,3.1031700730000003,408.0,,40.0,37.65,296190000000.0,0.262,79.0,16067959.0,7285288.0,15.0,67555328.0,1774588432.959,378.511,1298948096.0,10037.0,10037.0,14.494605389,68809.78768555,0.0,1.0,4194304.0,0.0,1.0,1.0,37.0,37.0,0.022422877,0.685900744,36.0,47169.0,1678931.0,36.0,0.003218493,0.119163487,36.0,0.063742836,2.621360243,8192.0,34.0,33.0,187.0,14.5,10073.0,68862.392,4568555885.0,187.0,14.499,10103.0,68850.672,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588825.0,3544.0,176.0,6.485608,75.741469,298.945802,223.204333,13.0,0.0,0.000113512,0.011360451,0.00013406,0.0,2927882.0,5859912.0,6238208.0,0.011172893,327680.0,6721.0,25.0,1774588817.0,40960.0,914692.0,32768.0,357773312.0,339931136.0,342917120.0,342884352.0,4540668187.0,767739.0,4666689641.0,689326.0,50.0,50.0,88.14113847,4.540549676,,484.0,,,69.0,0.0,3.149694753,4661203807.0,4.0,34816.0,34816.0,10847.0,202.0,106748.0,74284536.0,11630433752.0,478759080.0,0.01509,13.0,0.254,4.12,53739520.0,0.7533894181251526,26251024.0,17.0,21.0,21.0,24.0,1.0,303156530.0,48819.0,0.0,0.0023696600000000104,0.0023059040000000105,2.937166758000001,0.31452535800000025,0.0005345960000000001,2.8680398560000007,67.0,3.5229100200000003,484.0,,48.0,37.65,301440000000.0,0.262,113.0,16067959.0,7285288.0,15.0,67555328.0,1774588432.959,388.505,1298948096.0,10204.0,10204.0,14.494605389,69121.57495031,0.0,1.0,4194304.0,0.0,1.0,1.0,38.0,38.0,0.007639955,0.68819898,37.0,47169.0,1726069.0,37.0,0.003351363,0.12251485,37.0,0.044651619,2.652950602,8192.0,51.0,50.0,187.0,14.5,10241.0,69174.813,4663757237.0,187.0,14.499,10291.0,69163.155,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588830.0,3644.0,176.0,6.485608,77.933548,304.326764,226.393216,13.0,0.0,0.000113596,0.011360602,0.00013406,0.0,2927882.0,5860440.0,6238208.0,0.011172983,339968.0,6739.0,26.0,1774588827.0,40960.0,917429.0,32768.0,357773312.0,339988480.0,343257088.0,343224320.0,4617940487.0,781599.0,4770580646.0,704413.0,50.0,50.0,88.14113847,4.540549676,,484.0,,,69.0,0.0,3.149694753,4661203807.0,4.0,34816.0,34816.0,10847.0,202.0,106748.0,74284536.0,11630433752.0,478759080.0,0.01509,13.0,0.254,4.12,53739520.0,0.7533894181251526,26251024.0,17.0,21.0,21.0,24.0,1.0,359246527.0,58496.0,0.0,0.001897819999999978,0.0018186079999999777,5.195373401999994,0.6582681959999994,0.0005786299999999999,5.142885635999995,83.0,5.34178981200001,580.0,,56.0,38.68,301440000000.0,0.262,113.0,16426735.0,7304889.0,15.0,71880704.0,1774588432.959,388.505,1298948096.0,10204.0,10204.0,14.494605389,69121.57495031,0.0,1.0,4194304.0,0.0,1.0,1.0,38.0,38.0,0.007639955,0.68819898,37.0,47169.0,1726069.0,37.0,0.003351363,0.12251485,37.0,0.044651619,2.652950602,8192.0,51.0,50.0,187.0,14.5,10241.0,69174.813,4663757237.0,187.0,14.499,10291.0,69163.155,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588835.0,3644.0,176.0,6.485608,77.933548,304.326764,226.393216,13.0,0.0,0.000113596,0.011360602,0.00013406,0.0,2927882.0,5860440.0,6238208.0,0.011172983,339968.0,6739.0,26.0,1774588827.0,40960.0,917429.0,32768.0,357773312.0,339988480.0,343257088.0,343224320.0,4617940487.0,781599.0,4770580646.0,704413.0,64.0,64.0,68.89931385,3.370291802,,717.0,,,99.0,0.0,3.149694753,4798065085.0,4.0,34816.0,34816.0,10847.0,202.0,107034.0,74284536.0,11952727312.0,480449320.0,0.015273333333333333,13.0,0.254,4.12,53739520.0,0.7659826874732971,29144336.0,17.0,21.0,21.0,24.0,1.0,440190276.0,72306.0,0.0,0.0014259799999999882,0.001331311999999988,5.062119177999997,0.6459190439999998,0.0005885439999999994,5.0143248039999975,99.0,5.1413386280000015,717.0,,64.0,38.68,307060000000.0,0.2815,145.0,16426735.0,7304889.0,15.0,71880704.0,1774588432.959,398.505,1298948096.0,10437.0,10437.0,14.494605389,69673.991102397,0.0,1.0,4194304.0,0.0,1.0,1.0,39.0,39.0,0.007639955,0.693921352,38.0,47169.0,1773231.0,38.0,0.003351363,0.123438405,38.0,0.044651619,2.676000669,8192.0,67.0,66.0,187.0,14.5,10475.0,69727.881,4800705143.0,187.0,14.499,10539.0,69716.113,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588840.0,3758.0,176.0,6.485608,80.572896,310.744527,230.171631,13.0,0.0,0.000113636,0.011360777,0.00013406,0.0,2927882.0,5860848.0,6238208.0,0.011173124,339968.0,6759.0,26.0,1774588837.0,40960.0,918009.0,32768.0,357773312.0,340008960.0,343175168.0,343142400.0,4752351470.0,805984.0,4950421107.0,731243.0,64.0,64.0,68.89931385,3.370291802,,717.0,,,99.0,0.0,3.149694753,4798065085.0,4.0,34816.0,34816.0,10847.0,202.0,107034.0,74284536.0,11952727312.0,480449320.0,0.015273333333333333,13.0,0.254,4.12,53739520.0,0.7659826874732971,29144336.0,17.0,21.0,21.0,24.0,1.0,518460522.0,84916.0,0.0,0.0013505779999999998,0.00126751,4.9896251519999995,0.5966910629999995,0.0005841549999999999,4.938853537999999,118.0,5.089137014000001,842.0,,73.0,39.4,307060000000.0,0.2815,145.0,16785369.0,7324484.0,14.0,68096000.0,1774588432.959,398.505,1298948096.0,10437.0,10437.0,14.494605389,69673.991102397,0.0,1.0,4194304.0,0.0,1.0,1.0,39.0,39.0,0.007639955,0.693921352,38.0,47169.0,1773231.0,38.0,0.003351363,0.123438405,38.0,0.044651619,2.676000669,8192.0,67.0,66.0,187.0,14.5,10475.0,69727.881,4800705143.0,187.0,14.499,10539.0,69716.113,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588845.0,3758.0,176.0,6.485608,80.572896,310.744527,230.171631,13.0,0.0,0.000113636,0.011360777,0.00013406,0.0,2927882.0,5860848.0,6238208.0,0.011173124,339968.0,6759.0,26.0,1774588837.0,40960.0,918009.0,32768.0,357773312.0,340008960.0,343175168.0,343142400.0,4752351470.0,805984.0,4950421107.0,731243.0,79.0,79.0,109.401375473,2.810538572,,989.0,,,152.0,0.0,3.149694753,4960336202.0,4.0,34816.0,34816.0,10847.0,202.0,107106.0,74284536.0,12328335040.0,484734856.0,0.015423333333333334,13.0,0.254,4.12,53739520.0,0.7979124188423157,35852800.0,17.0,21.0,21.0,24.0,1.0,603614230.0,100135.0,0.0,0.0013302920000000005,0.00126394,4.920649728000002,0.5377868820000012,0.00058237,4.8654756320000025,139.0,5.053086192,993.0,,81.0,39.4,312570000000.0,0.2755,178.0,16785369.0,7324484.0,14.0,68096000.0,1774588432.959,408.504,1298948096.0,10709.0,10709.0,14.494605389,70335.111782912,0.0,1.0,4194304.0,0.0,1.0,1.0,40.0,40.0,0.007639955,0.695728796,39.0,47169.0,1820384.0,39.0,0.003351363,0.125061524,39.0,0.044651619,2.704626432,8192.0,84.0,83.0,187.0,14.5,10748.0,70389.73,4963062903.0,187.0,14.499,10827.0,70378.047,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588850.0,3848.0,176.0,6.485608,82.430519,315.692211,233.261692,13.0,0.0,0.000113664,0.011360843,0.00013406,0.0,2927882.0,5861280.0,6238208.0,0.011173166,352256.0,6773.0,27.0,1774588847.0,40960.0,918593.0,32768.0,357773312.0,340033536.0,343842816.0,343810048.0,4865429743.0,825723.0,5102673227.0,753131.0,79.0,79.0,109.401375473,2.810538572,,989.0,,,152.0,0.0,3.149694753,4960336202.0,4.0,34816.0,34816.0,10847.0,202.0,107106.0,74284536.0,12328335040.0,484734856.0,0.015423333333333334,13.0,0.254,4.12,53739520.0,0.7979124188423157,35852800.0,17.0,21.0,21.0,24.0,1.0,685293172.0,112749.0,0.0,0.0013071079999999995,0.00125986,5.2880221999999995,0.4704678179999987,0.000587576,5.249890417999999,163.0,5.2680934629999925,1118.0,,91.0,40.03,312570000000.0,0.2755,178.0,17143865.0,7344026.0,14.0,69144576.0,1774588432.959,408.504,1298948096.0,10709.0,10709.0,14.494605389,70335.111782912,0.0,1.0,4194304.0,0.0,1.0,1.0,40.0,40.0,0.007639955,0.695728796,39.0,47169.0,1820384.0,39.0,0.003351363,0.125061524,39.0,0.044651619,2.704626432,8192.0,84.0,83.0,187.0,14.5,10748.0,70389.73,4963062903.0,187.0,14.499,10827.0,70378.047,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588855.0,3848.0,176.0,6.485608,82.430519,315.692211,233.261692,13.0,0.0,0.000113664,0.011360843,0.00013406,0.0,2927882.0,5861280.0,6238208.0,0.011173166,352256.0,6773.0,27.0,1774588847.0,40960.0,918593.0,32768.0,357773312.0,340033536.0,343842816.0,343810048.0,4865429743.0,825723.0,5102673227.0,753131.0,96.0,96.0,197.339221654,3.842852436,,1241.0,,,191.0,0.0,3.149694753,5122620042.0,4.0,34816.0,34816.0,10847.0,202.0,107524.0,74284536.0,12702974976.0,487447400.0,0.015586666666666667,13.0,0.254,4.12,53739520.0,0.8181224465370178,43205648.0,17.0,21.0,21.0,24.0,1.0,766904552.0,125567.0,0.0,0.0012926179999999989,0.00125731,5.268219199999999,0.4283934029999971,0.000586796,5.231519752999999,178.0,5.534892335999998,1245.0,,98.0,40.03,318410000000.0,0.292,212.0,17143865.0,7344026.0,14.0,69144576.0,1774588432.959,418.505,1298948096.0,10961.0,10961.0,14.494605389,71118.170866617,0.0,1.0,4194304.0,0.0,1.0,1.0,41.0,41.0,0.007639955,0.697709231,40.0,47170.0,1867554.0,40.0,0.003351363,0.125902837,40.0,0.044651619,2.723580494,8192.0,101.0,100.0,187.0,14.5,11001.0,71173.446,5125433385.0,187.0,14.499,11096.0,71161.867,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774588860.0,3951.0,176.0,6.485608,84.546306,321.839247,237.292941,13.0,0.0,0.000113708,0.011360943,0.00013406,0.0,2927882.0,5861920.0,6586368.0,0.011173228,364544.0,6791.0,28.0,1774588857.0,40960.0,922224.0,32768.0,357773312.0,340070400.0,343629824.0,343597056.0,4990736170.0,847710.0,5267687501.0,777284.0,96.0,96.0,197.339221654,3.842852436,,1241.0,,,191.0,0.0,3.149694753,5122620042.0,4.0,34816.0,34816.0,10847.0,202.0,107524.0,74284536.0,12702974976.0,487447400.0,0.015586666666666667,13.0,0.254,4.12,53739520.0,0.8181224465370178,43205648.0,17.0,21.0,21.0,24.0,1.0,845753444.0,139075.0,0.0,0.0013709239999999965,0.0012535699999999999,5.374958866999996,0.36668426099999746,0.000585652,5.3305818739999955,200.0,5.6349922139999995,1379.0,,108.0,40.67,318410000000.0,0.292,212.0,17502440.0,7363566.0,14.0,69537792.0,1774588432.959,418.505,1298948096.0,10961.0,10961.0,14.494605389,71118.170866617,0.0,1.0,4194304.0,0.0,1.0,1.0,41.0,41.0,0.007639955,0.697709231,40.0,47170.0,1867554.0,40.0,0.003351363,0.125902837,40.0,0.044651619,2.723580494,8192.0,101.0,100.0,187.0,14.5,11001.0,71173.446,5125433385.0,187.0,14.499,11096.0,71161.867,-1.0,-1.0,-1.0,stress,base64,blocking,checkpoint_2,stress-base64-20260327-021408-checkpoint_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
